NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
18      7    133      1      21 second_is_consecutive@40-60@../algorithms/algorithms/stack/is_consecutive.py
18      6    126      2      19 multiply@10-28@../algorithms/algorithms/matrix/multiply.py
18       4.5     1.5       29.5         4     ../algorithms/algorithms/strings/reverse_string.py
18      10.0     4.0       75.0         1     ../algorithms/algorithms/strings/caesar_cipher.py
18       7.0     2.0       50.5         2     ../algorithms/algorithms/strings/encode_decode.py
18       4.0     1.5       39.0         2     ../algorithms/algorithms/strings/domain_extractor.py
18       4.0     1.0       39.0         1     ../algorithms/algorithms/bit/swap_pair.py
18      18.0     6.0      181.0         1     ../algorithms/algorithms/sort/counting_sort.py
18       0.0     0.0        0.0         0     ../algorithms/algorithms/arrays/__init__.py
18       8.0     2.0       47.0         1     ../algorithms/algorithms/arrays/josephus.py
19     10    123      3      21 search@36-56@../algorithms/algorithms/tree/trie/add_and_search.py
19      6     93      1      19 zigzag_level@23-41@../algorithms/algorithms/tree/traversal/zigzag.py
19      9    141      5      42 construct_tree_util@33-74@../algorithms/algorithms/tree/construct_tree_postorder_preorder.py
19     13    206      1      23 pacific_atlantic@32-54@../algorithms/algorithms/dfs/pacific_atlantic.py
19      6    109      2      23 bubble_sort@13-35@../algorithms/algorithms/sort/bubble_sort.py
19      1    114      1      28 test_intersection@69-96@../algorithms/algorithms/linkedlist/intersection.py
19      8    157      1      30 solve_sat@97-126@../algorithms/algorithms/graph/satisfiability.py
19      8    125      2      20 max_common_sub_string@9-28@../algorithms/algorithms/map/longest_common_subsequence.py
19      7    138      1      24 second_switch_pairs@43-66@../algorithms/algorithms/stack/switch_pairs.py
19      4    130      1      23 length_longest_path@36-58@../algorithms/algorithms/stack/longest_abs_path.py
19      8    118      3      35 greedy_set_cover@61-95@../algorithms/algorithms/set/set_covering.py
19     13    174      3      24 multiply@49-72@../algorithms/algorithms/matrix/sparse_mul.py
19      9    233      1      19 crout_matrix_decomposition@30-48@../algorithms/algorithms/matrix/crout_matrix_decomposition.py
19       0.0     0.0        0.0         0     ../algorithms/algorithms/bit/__init__.py
19       9.5     4.0       69.0         2     ../algorithms/algorithms/sort/bucket_sort.py
19       9.5     3.5       52.0         2     ../algorithms/algorithms/sort/bogo_sort.py
19      10.0     4.0       67.0         2     ../algorithms/algorithms/sort/cocktail_shaker_sort.py
19       9.0     4.0       39.0         1     ../algorithms/algorithms/linkedlist/is_sorted.py
19      10.0     4.0       52.0         1     ../algorithms/algorithms/arrays/move_zeros.py
19       5.0     2.0       37.5         2     ../algorithms/algorithms/dp/climbing_stairs.py
19       4.3     2.3       28.3         3     ../algorithms/algorithms/queues/zigzagiterator.py
20      7    139      1      25 re_balance@32-56@../algorithms/algorithms/tree/avl/avl.py
20      5    102      2      26 insert@61-86@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
20     11    188      5      27 dfs@29-55@../algorithms/algorithms/dfs/maze_search.py
20      7    159      4      32 min_heapify@61-92@../algorithms/algorithms/sort/heap_sort.py
20      5     93      1      23 comb_sort@10-32@../algorithms/algorithms/sort/comb_sort.py
20      2    139      1      32 test_delete_node@27-58@../algorithms/algorithms/linkedlist/delete_node.py
20      3     76      1      21 convert_to_list@43-63@../algorithms/algorithms/linkedlist/add_two_numbers.py
20      9    145      2      30 misras_gries@27-56@../algorithms/algorithms/streaming/misra_gries.py
20      4     59      1      20 __hash__@216-235@../algorithms/algorithms/maths/polynomial.py
20      9    187      1      25 cholesky_decomposition@27-51@../algorithms/algorithms/matrix/cholesky_matrix_decomposition.py
20      10.0     4.0       64.5         2     ../algorithms/algorithms/strings/word_squares.py
20      10.0     4.0       90.0         2     ../algorithms/algorithms/sort/merge_sort.py
20       8.0     2.5       65.0         2     ../algorithms/algorithms/backtrack/generate_abbreviations.py
20       6.0     1.0       37.0         1     ../algorithms/algorithms/unix/path/split.py
20       9.5     3.5       65.0         2     ../algorithms/algorithms/ml/nearest_neighbor.py
20      12.0     6.0       73.0         1     ../algorithms/algorithms/stack/valid_parenthesis.py
21      8    119      2      27 radix_sort@5-31@../algorithms/algorithms/sort/radix_sort.py
21      5     88      1      21 letter_combinations@20-40@../algorithms/algorithms/backtrack/letter_combination.py
21      7     88      2      22 partition@30-51@../algorithms/algorithms/linkedlist/partition.py
21      7     97      1      25 is_palindrome@1-25@../algorithms/algorithms/linkedlist/is_palindrome.py
21     10    124      2      33 solve_chinese_remainder@7-39@../algorithms/algorithms/maths/chinese_remainder_theorem.py
21      5    126      2      22 cycle_product@67-88@../algorithms/algorithms/maths/symmetry_group_cycle_index.py
21      6    136      1      22 __str__@262-283@../algorithms/algorithms/maths/polynomial.py
21      6     97      1      27 subarray_with_max_product@40-66@../algorithms/algorithms/dp/max_product_subarray.py
21       3.0     1.0       23.0         1     ../algorithms/algorithms/strings/repeat_substring.py
21       4.5     2.5       61.0         2     ../algorithms/algorithms/strings/min_distance.py
21       0.0     0.0        0.0         0     ../algorithms/algorithms/sort/__init__.py
21       7.0     3.0       33.5         2     ../algorithms/algorithms/linkedlist/is_cyclic.py
21      17.0     8.0      116.0         1     ../algorithms/algorithms/graph/check_bipartite.py
21       7.5     4.5       46.0         2     ../algorithms/algorithms/arrays/flatten.py
21       8.0     4.0       64.0         1     ../algorithms/algorithms/arrays/limit.py
21      15.0     6.0      110.0         1     ../algorithms/algorithms/arrays/summarize_ranges.py
21       8.0     3.0       45.0         1     ../algorithms/algorithms/arrays/two_sum.py
21       6.0     2.0       46.0         2     ../algorithms/algorithms/maths/is_strobogrammatic.py
21      10.0     5.0       69.0         1     ../algorithms/algorithms/maths/find_order_simple.py
22      5    150      2      26 delete@182-207@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
22      7    132      3      25 _remove_key@107-131@../algorithms/algorithms/tree/b_tree.py
22     10    141      1      46 cycle_sort@1-46@../algorithms/algorithms/sort/cycle_sort.py
22      7    155      3      37 strongconnect@29-65@../algorithms/algorithms/graph/tarjan.py
22     11    169      1      31 three_sum@18-48@../algorithms/algorithms/arrays/three_sum.py
22     15    241      5      29 __add__@333-361@../algorithms/algorithms/maths/polynomial.py
22       4.5     1.5       37.5         2     ../algorithms/algorithms/strings/rotate.py
22       6.0     1.5       31.0         2     ../algorithms/algorithms/bit/find_missing_number.py
22      22.0    10.0      141.0         1     ../algorithms/algorithms/sort/cycle_sort.py
22       9.0     2.0       59.0         1     ../algorithms/algorithms/arrays/trimmean.py
22       4.5     2.0       44.5         2     ../algorithms/algorithms/dp/knapsack.py
22      12.0     4.0       62.0         1     ../algorithms/algorithms/set/find_keyboard_row.py
23     10    221      1      27 longest_palindrome@18-44@../algorithms/algorithms/strings/longest_palindromic_substring.py
23     14    235      1      26 count_islands@40-65@../algorithms/algorithms/bfs/count_islands.py
23      5     99      3      25 n_sum.n_sum@67-91@../algorithms/algorithms/arrays/n_sum.py
23      8    153      2      23 n_sum.two_sum@93-115@../algorithms/algorithms/arrays/n_sum.py
23     14    217      5      30 __mul__@399-428@../algorithms/algorithms/maths/polynomial.py
23      14.0     5.0      106.0         1     ../algorithms/algorithms/strings/atbash_cipher.py
23      10.0     6.0       87.0         1     ../algorithms/algorithms/strings/first_unique_char.py
23      11.0     3.0       60.0         1     ../algorithms/algorithms/strings/repeat_string.py
23      14.0     6.0      110.0         1     ../algorithms/algorithms/strings/add_binary.py
23      16.0     5.0       72.0         1     ../algorithms/algorithms/bit/flip_bit_longest_sequence.py
23       7.7     2.7       71.0         3     ../algorithms/algorithms/sort/quick_sort.py
23      14.0     4.0       82.0         1     ../algorithms/algorithms/sort/pigeonhole_sort.py
23      11.0     6.0       79.0         1     ../algorithms/algorithms/backtrack/permute_unique.py
23      15.0     5.0       75.0         1     ../algorithms/algorithms/linkedlist/rotate_list.py
23      10.0     5.0       84.0         2     ../algorithms/algorithms/graph/bellman_ford.py
23      17.0     7.0      101.0         1     ../algorithms/algorithms/search/jump_search.py
23       7.0     3.0       40.0         2     ../algorithms/algorithms/arrays/delete_nth.py
23       9.0     4.0       40.0         1     ../algorithms/algorithms/maths/magic_number.py
23       0.0     0.0        0.0         0     ../algorithms/algorithms/dp/__init__.py
23       6.0     3.0       52.0         1     ../algorithms/algorithms/dp/coin_change.py
23      19.0     4.0      130.0         1     ../algorithms/algorithms/stack/longest_abs_path.py
23      10.5     3.0       74.5         2     ../algorithms/algorithms/matrix/search_in_sorted_matrix.py
23       8.0     4.0       68.0         1     ../algorithms/algorithms/matrix/rotate_image.py
24      4     83      4      29 k_closest@15-43@../algorithms/algorithms/heap/k_closest_points.py
24      4    109      5      24 __init__@294-317@../algorithms/algorithms/maths/polynomial.py
24     15    251      5      33 __sub__@364-396@../algorithms/algorithms/maths/polynomial.py
24     10    179      1      29 spiral_traversal@17-45@../algorithms/algorithms/matrix/spiral_traversal.py
24      10.0     6.0       70.0         1     ../algorithms/algorithms/strings/make_sentence.py
24       8.7     3.0       64.3         3     ../algorithms/algorithms/sort/bitonic_sort.py
24      10.0     2.0       36.0         1     ../algorithms/algorithms/distribution/histogram.py
24       8.0     3.0       60.0         1     ../algorithms/algorithms/map/is_anagram.py
24       8.5     2.5       51.0         2     ../algorithms/algorithms/maths/decimal_to_binary_ip.py
24      12.0     2.0       64.5         2     ../algorithms/algorithms/maths/modular_inverse.py
24      11.0     5.0       66.0         1     ../algorithms/algorithms/stack/simplify_path.py
25      9    153      1      41 top_sort@26-66@../algorithms/algorithms/sort/top_sort.py
25      9    165      1      29 longest_palindromic_subsequence@1-29@../algorithms/algorithms/map/longest_palindromic_subsequence.py
25     12    246      1      38 maze_search@29-66@../algorithms/algorithms/bfs/maze_search.py
25       5.5     2.5       39.0         2     ../algorithms/algorithms/tree/deepest_left.py
25       8.0     3.0       39.0         1     ../algorithms/algorithms/strings/panagram.py
25      10.0     3.0       60.0         1     ../algorithms/algorithms/strings/judge_circle.py
25      11.0     6.0       78.0         1     ../algorithms/algorithms/strings/contain_string.py
25       6.0     2.0       51.0         1     ../algorithms/algorithms/bit/single_number2.py
25       5.0     2.0       30.0         1     ../algorithms/algorithms/bit/find_difference.py
25      12.0     4.0      108.0         1     ../algorithms/algorithms/sort/stooge_sort.py
25      21.0     8.0      119.0         1     ../algorithms/algorithms/sort/radix_sort.py
25       9.0     3.5       41.5         2     ../algorithms/algorithms/linkedlist/reverse.py
25      14.0     8.0      100.0         1     ../algorithms/algorithms/linkedlist/remove_range.py
25       8.5     3.0       57.5         2     ../algorithms/algorithms/search/find_min_rotate.py
25      19.0     8.0      125.0         1     ../algorithms/algorithms/map/longest_common_subsequence.py
25      25.0     9.0      165.0         1     ../algorithms/algorithms/map/longest_palindromic_subsequence.py
25      11.0     7.0       94.0         1     ../algorithms/algorithms/maths/num_perfect_squares.py
25       8.5     2.5       57.5         2     ../algorithms/algorithms/maths/cosine_similarity.py
25       3.4     1.9       25.6         7     ../algorithms/algorithms/stack/ordered_stack.py
25      18.0     6.0      126.0         1     ../algorithms/algorithms/matrix/multiply.py
26     10    151      1      38 is_palindrome_dict@52-89@../algorithms/algorithms/linkedlist/is_palindrome.py
26     12    153      3      41 ladder_length@24-64@../algorithms/algorithms/bfs/word_ladder.py
26      4    103      1      29 load_tree@45-73@../algorithms/algorithms/compression/huffman_coding.py
26      5    151      3      37 diffie_hellman_key_exchange@148-184@../algorithms/algorithms/maths/diffie_hellman_key_exchange.py
26     12    161      1      28 valid_solution_hashtable@17-44@../algorithms/algorithms/matrix/sudoku_validator.py
26      11.5     7.5      115.5         2     ../algorithms/algorithms/strings/one_edit_distance.py
26      14.0     3.0       80.0         1     ../algorithms/algorithms/strings/group_anagrams.py
26       5.0     2.0       24.5         2     ../algorithms/algorithms/bit/count_ones.py
26       6.2     2.0       27.2         4     ../algorithms/algorithms/bit/bytes_int_conversion.py
26      11.0     4.0       61.0         1     ../algorithms/algorithms/sort/sort_colors.py
26       5.0     2.0       27.0         3     ../algorithms/algorithms/graph/markov_chain.py
26      10.5     4.0       68.5         2     ../algorithms/algorithms/search/binary_search.py
26      15.0     6.0      104.0         1     ../algorithms/algorithms/search/search_range.py
26      13.0     4.0       76.0         1     ../algorithms/algorithms/maths/summing_digits.py
26      16.0     6.0       95.0         1     ../algorithms/algorithms/stack/remove_min.py
27     13    250      2      27 bracket@69-95@../algorithms/algorithms/strings/breaking_bad.py
27      7    245      1      38 invert_matrix@26-63@../algorithms/algorithms/matrix/matrix_inversion.py
27       5.6     1.4       29.2         5     ../algorithms/algorithms/tree/bst/serialize_deserialize.py
27       4.5     2.5       40.2         4     ../algorithms/algorithms/graph/transitive_closure_dfs.py
27       5.0     4.0       37.5         2     ../algorithms/algorithms/unix/path/simplify_path.py
27      12.0     8.5       86.5         2     ../algorithms/algorithms/maths/factorial.py
27      16.0     6.0       94.0         1     ../algorithms/algorithms/stack/is_sorted.py
28     18    232      3      33 multiply@76-108@../algorithms/algorithms/matrix/sparse_mul.py
28       9.0     3.7       42.7         3     ../algorithms/algorithms/tree/bin_tree_to_list.py
28       7.0     4.0       53.0         2     ../algorithms/algorithms/strings/is_rotated.py
28      11.0     3.0       59.5         2     ../algorithms/algorithms/sort/comb_sort.py
28       0.0     0.0        0.0         0     ../algorithms/algorithms/maths/__init__.py
28      12.0     4.5       61.5         2     ../algorithms/algorithms/maths/power.py
28      18.0     8.0      273.0         1     ../algorithms/algorithms/dp/planting_trees.py
28     18    232      3      33 multiply@76-108@../algorithms/algorithms/matrix/sparse_mul.py
29      1    237      1      36 test_add_two_numbers@89-124@../algorithms/algorithms/linkedlist/add_two_numbers.py
29      5    117      2      40 interpolation_search@17-56@../algorithms/algorithms/search/interpolation_search.py
29       8.0     4.0       53.0         1     ../algorithms/algorithms/tree/bst/lowest_common_ancestor.py
29       8.0     7.0       68.0         1     ../algorithms/algorithms/tree/lowest_common_ancestor.py
29      14.5    10.0      177.5         2     ../algorithms/algorithms/dfs/pacific_atlantic.py
29       7.0     2.5       50.5         2     ../algorithms/algorithms/backtrack/combination_sum.py
29       8.5     2.5       47.5         2     ../algorithms/algorithms/linkedlist/swap_in_pairs.py
29       4.2     1.6       32.8         5     ../algorithms/algorithms/graph/path_between_two_vertices_in_digraph.py
29      16.0     6.0       95.0         1     ../algorithms/algorithms/search/ternary_search.py
29       3.2     1.2       24.8         5     ../algorithms/algorithms/compression/elias.py
30     10    231      1      61 maximum_flow_dfs@27-87@../algorithms/algorithms/graph/maximum_flow_dfs.py
30     10    237      1      60 maximum_flow_bfs@28-87@../algorithms/algorithms/graph/maximum_flow_bfs.py
30      10.5     3.5       67.5         2     ../algorithms/algorithms/sort/bubble_sort.py
30       6.5     1.5       48.0         2     ../algorithms/algorithms/backtrack/subsets_unique.py
30       9.0     2.7       52.3         3     ../algorithms/algorithms/graph/find_all_cliques.py
30      16.0     5.0       78.0         1     ../algorithms/algorithms/arrays/top_1.py
30       9.0     5.0       81.0         1     ../algorithms/algorithms/dp/word_break.py
31     14    150      2      44 intersection@21-64@../algorithms/algorithms/linkedlist/intersection.py
31      9    592      2      53 find_k_factor@33-85@../algorithms/algorithms/dp/k_factor.py
31       7.5     3.0       71.2         4     ../algorithms/algorithms/strings/rabin_karp.py
31      14.0     3.0       96.0         1     ../algorithms/algorithms/strings/multiply_strings.py
31       9.0     6.0       94.0         2     ../algorithms/algorithms/backtrack/pattern_match.py
31       9.3     4.7       59.7         3     ../algorithms/algorithms/graph/traversal.py
31      12.0     6.0       89.0         1     ../algorithms/algorithms/queues/max_sliding_window.py
32       9.0     3.0       51.7         3     ../algorithms/algorithms/tree/traversal/preorder.py
32       8.3     4.3       73.0         3     ../algorithms/algorithms/graph/dijkstra.py
32      16.0     5.0       96.0         1     ../algorithms/algorithms/graph/prims_minimum_spanning.py
32      13.0     9.5      173.0         2     ../algorithms/algorithms/bfs/shortest_distance_from_all_buildings.py
32      16.0     5.0       74.0         1     ../algorithms/algorithms/arrays/max_ones_index.py
32      12.5     4.0       54.5         2     ../algorithms/algorithms/compression/rle_compression.py
32       9.0     4.3       57.7         3     ../algorithms/algorithms/maths/rabin_miller.py
32      13.5     7.0       84.5         2     ../algorithms/algorithms/maths/chinese_remainder_theorem.py
32       6.0     2.5       56.5         2     ../algorithms/algorithms/dp/buy_sell_stock.py
33     12    247      3      40 edmonds_karp@51-90@../algorithms/algorithms/graph/maximum_flow.py
33       4.8     2.0       27.2         5     ../algorithms/algorithms/tree/trie/trie.py
33       8.0     3.0       75.0         1     ../algorithms/algorithms/tree/bst/unique_bst.py
33      13.0     3.0       75.0         1     ../algorithms/algorithms/strings/count_binary_substring.py
33       2.5     1.0       21.8         4     ../algorithms/algorithms/bit/bit_operation.py
33       8.0     3.7       47.0         3     ../algorithms/algorithms/linkedlist/merge_two_list.py
33       8.3     2.0       59.0         3     ../algorithms/algorithms/linkedlist/copy_random_pointer.py
33      12.5     4.0       70.5         2     ../algorithms/algorithms/maths/base_conversion.py
33       7.5     2.5       30.0         2     ../algorithms/algorithms/maths/krishnamurthy_number.py
34      10.0     3.3       56.7         3     ../algorithms/algorithms/tree/traversal/postorder.py
34      13.0     6.0       62.0         1     ../algorithms/algorithms/tree/bst/is_bst.py
34       8.5     3.0       50.0         2     ../algorithms/algorithms/bit/has_alternative_bit.py
34       9.0     5.0       94.0         1     ../algorithms/algorithms/graph/all_pairs_shortest_path.py
34       8.0     4.5       56.0         2     ../algorithms/algorithms/graph/cycle_detection.py
34      14.0     4.0       77.0         1     ../algorithms/algorithms/heap/sliding_window_max.py
35     11    258      2      54 fix_insert@88-141@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
35      2    270      1      36 get_cycle_index_sym@124-159@../algorithms/algorithms/maths/symmetry_group_cycle_index.py
35      7    139      7      38 __init__@15-52@../algorithms/algorithms/maths/polynomial.py
35     10    258      1      53 sort_diagonally@25-77@../algorithms/algorithms/matrix/sort_matrix_diagonally.py
35      17.0     6.0       81.0         1     ../algorithms/algorithms/tree/traversal/level_order.py
35       7.5     5.0       85.0         2     ../algorithms/algorithms/dfs/walls_and_gates.py
35      15.0     6.0      101.0         1     ../algorithms/algorithms/map/is_isomorphic.py
35      13.0     4.0       76.0         1     ../algorithms/algorithms/greedy/max_contiguous_subsequence_sum.py
35      13.0     7.0      156.0         1     ../algorithms/algorithms/dp/longest_common_subsequence.py
35       3.9     1.9       30.0         7     ../algorithms/algorithms/queues/priority_queue.py
35      11.7     4.3       68.3         3     ../algorithms/algorithms/matrix/matrix_exponentiation.py
36      4    197      0      44 test@74-117@../algorithms/algorithms/linkedlist/kth_to_last.py
36      12.5     8.5      106.5         2     ../algorithms/algorithms/strings/merge_string_checker.py
36      12.5     4.5      116.0         2     ../algorithms/algorithms/backtrack/add_operators.py
36       9.5     5.0       70.0         2     ../algorithms/algorithms/backtrack/palindrome_partitioning.py
36      16.0    10.0      209.0         1     ../algorithms/algorithms/dp/regex_matching.py
36      11.0     4.0       84.5         2     ../algorithms/algorithms/stack/stutter.py
37       6.2     3.2       45.2         4     ../algorithms/algorithms/backtrack/generate_parenthesis.py
37      13.5     2.5       62.5         2     ../algorithms/algorithms/heap/k_closest_points.py
37      10.0     3.7       67.0         3     ../algorithms/algorithms/arrays/plus_one.py
37      22.0    11.0      169.0         1     ../algorithms/algorithms/arrays/three_sum.py
37       9.7     3.0       72.3         3     ../algorithms/algorithms/dp/job_scheduling.py
37       9.3     4.0      104.7         3     ../algorithms/algorithms/dp/matrix_chain_order.py
38      12.0     4.0       56.0         1     ../algorithms/algorithms/bit/single_number3.py
38      21.0     5.0       88.0         1     ../algorithms/algorithms/backtrack/letter_combination.py
38       7.2     2.0       53.2         4     ../algorithms/algorithms/arrays/rotate.py
38      15.0     9.0      185.0         1     ../algorithms/algorithms/dp/egg_drop.py
39      19.0     6.0       93.0         1     ../algorithms/algorithms/tree/traversal/zigzag.py
39      10.5     4.0       53.5         2     ../algorithms/algorithms/tree/max_height.py
39      23.0    10.0      221.0         1     ../algorithms/algorithms/strings/longest_palindromic_substring.py
39       4.7     2.2       32.3         6     ../algorithms/algorithms/graph/check_digraph_strongly_connected.py
40     11    173      2      42 knuth_morris_pratt@3-44@../algorithms/algorithms/strings/knuth_morris_pratt.py
40       9.3     4.7       64.0         3     ../algorithms/algorithms/tree/min_height.py
40       6.0     1.0       50.0         2     ../algorithms/algorithms/bit/insert_bit.py
40       6.8     3.0       56.8         4     ../algorithms/algorithms/backtrack/permute.py
40      16.0     6.0      107.0         1     ../algorithms/algorithms/map/word_pattern.py
40      15.0     7.0       95.0         1     ../algorithms/algorithms/maths/primes_sieve_of_eratosthenes.py
40       7.7     2.3       46.0         3     ../algorithms/algorithms/dp/fib.py
41       5.0     1.8       35.2         4     ../algorithms/algorithms/tree/fenwick_tree/fenwick_tree.py
41       6.5     2.2       39.0         4     ../algorithms/algorithms/tree/bst/kth_smallest.py
41       8.0     2.5       51.0         2     ../algorithms/algorithms/tree/longest_consecutive.py
41       0.0     0.0        0.0         0     ../algorithms/algorithms/strings/__init__.py
41      40.0    11.0      173.0         1     ../algorithms/algorithms/strings/knuth_morris_pratt.py
41       7.0     4.3       51.3         3     ../algorithms/algorithms/strings/validate_coordinates.py
41       9.0     5.0       75.5         2     ../algorithms/algorithms/dfs/count_islands.py
41       9.3     2.0       64.0         3     ../algorithms/algorithms/linkedlist/delete_node.py
41       7.3     3.0       63.0         3     ../algorithms/algorithms/graph/count_connected_number_of_component.py
41      12.7     6.3       79.3         3     ../algorithms/algorithms/graph/find_path.py
41      12.0     7.5      111.0         2     ../algorithms/algorithms/dp/num_decodings.py
41       7.0     4.3       61.3         3     ../algorithms/algorithms/dp/hosoya_triangle.py
42      11.0     9.0      101.0         1     ../algorithms/algorithms/strings/strong_password.py
42       9.7     3.0       57.3         3     ../algorithms/algorithms/linkedlist/first_cyclic_node.py
42      16.0     5.5      113.5         2     ../algorithms/algorithms/graph/tarjan.py
42       8.0     3.0       77.0         1     ../algorithms/algorithms/dp/min_cost_path.py
43       8.7     3.0       48.0         3     ../algorithms/algorithms/tree/traversal/inorder.py
43      24.0    10.0      179.0         1     ../algorithms/algorithms/matrix/spiral_traversal.py
44       6.8     3.8       86.5         4     ../algorithms/algorithms/tree/segment_tree/segment_tree.py
44      11.5     6.0      105.0         2     ../algorithms/algorithms/dfs/maze_search.py
44       5.0     1.5       39.5         4     ../algorithms/algorithms/map/randomized_set.py
44      20.0     9.0      187.0         1     ../algorithms/algorithms/matrix/cholesky_matrix_decomposition.py
45      14.0     4.0       63.0         2     ../algorithms/algorithms/bit/binary_gap.py
45      16.0     7.5      180.5         2     ../algorithms/algorithms/backtrack/find_words.py
45      29.0     5.0      117.0         1     ../algorithms/algorithms/search/interpolation_search.py
46     13    268      2      56 text_justification@34-89@../algorithms/algorithms/strings/text_justification.py
46       8.7     5.7       61.7         3     ../algorithms/algorithms/tree/is_symmetric.py
46       7.0     4.0       51.0         3     ../algorithms/algorithms/strings/fizzbuzz.py
46       6.0     2.0       42.3         3     ../algorithms/algorithms/backtrack/subsets.py
46      11.0     5.0       79.5         2     ../algorithms/algorithms/streaming/misra_gries.py
46      19.0     9.0      233.0         1     ../algorithms/algorithms/matrix/crout_matrix_decomposition.py
47     18    361      2      59 delete_fixup@209-267@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
47       7.0     3.0       48.0         3     ../algorithms/algorithms/search/next_greatest_letter.py
47      11.0     4.0      112.0         2     ../algorithms/algorithms/maths/next_bigger.py
47     18    361      2      59 delete_fixup@209-267@../algorithms/algorithms/tree/red_black_tree/red_black_tree.py
48       6.0     3.0       67.8         4     ../algorithms/algorithms/tree/segment_tree/iterative_segment_tree.py
48      10.3     4.0       70.3         3     ../algorithms/algorithms/search/two_sum.py
49      12.0     7.0      145.0         1     ../algorithms/algorithms/dp/int_divide.py
50     20    329      2      55 strip_url_params1@14-68@../algorithms/algorithms/strings/strip_url_params.py
50      11.7     7.3       94.7         3     ../algorithms/algorithms/tree/path_sum.py
50       7.5     2.5       39.0         4     ../algorithms/algorithms/linkedlist/remove_duplicates.py
50       7.8     3.2       48.0         4     ../algorithms/algorithms/maths/gcd.py
50      14.5     4.0       81.0         2     ../algorithms/algorithms/dp/max_product_subarray.py
50       8.2     3.4       57.0         5     ../algorithms/algorithms/matrix/sparse_dot_vector.py
50     20    329      2      55 strip_url_params1@14-68@../algorithms/algorithms/strings/strip_url_params.py
51      25.0    12.0      246.0         1     ../algorithms/algorithms/bfs/maze_search.py
51       7.3     3.0       51.3         3     ../algorithms/algorithms/dp/combination_sum.py
51      16.0     6.0      110.5         2     ../algorithms/algorithms/stack/is_consecutive.py
52      13.2     5.0       80.5         4     ../algorithms/algorithms/sort/top_sort.py
52       7.2     2.4       52.6         5     ../algorithms/algorithms/set/randomized_set.py
53      17.0    13.0      182.0         1     ../algorithms/algorithms/heap/skyline.py
53      16.0     8.5      111.5         2     ../algorithms/algorithms/bfs/word_ladder.py
55       6.0     1.3       45.7         3     ../algorithms/algorithms/tree/bst/height.py
55      16.0     6.0       99.0         1     ../algorithms/algorithms/tree/bst/delete_node.py
55      13.8     5.2      110.5         4     ../algorithms/algorithms/sort/heap_sort.py
55       6.7     2.7       46.0         3     ../algorithms/algorithms/backtrack/factor_combinations.py
55      30.0    10.0      231.0         1     ../algorithms/algorithms/graph/maximum_flow_dfs.py
55      11.0     4.3       51.3         3     ../algorithms/algorithms/streaming/one_sparse_recovery.py
55      10.7     5.0       65.3         3     ../algorithms/algorithms/maths/find_primitive_root_simple.py
55      11.5     4.5       80.2         4     ../algorithms/algorithms/maths/generate_strobogrammtic.py
55      12.0     8.0      181.0         1     ../algorithms/algorithms/dp/edit_distance.py
56       6.7     1.7       49.3         3     ../algorithms/algorithms/tree/bst/count_left_node.py
56      30.0    10.0      237.0         1     ../algorithms/algorithms/graph/maximum_flow_bfs.py
56      35.0    10.0      258.0         1     ../algorithms/algorithms/matrix/sort_matrix_diagonally.py
56       9.0     3.6       55.6         5     ../algorithms/algorithms/matrix/copy_transform.py
57       9.7     3.7       65.3         3     ../algorithms/algorithms/heap/merge_sorted_k_lists.py
57      17.0     6.0      115.5         2     ../algorithms/algorithms/stack/switch_pairs.py
60       5.8     2.0       46.5         4     ../algorithms/algorithms/tree/bst/depth_sum.py
60      23.0    14.0      235.0         1     ../algorithms/algorithms/bfs/count_islands.py
60       4.3     2.0       32.6        11     ../algorithms/algorithms/arrays/merge_intervals.py
61      10.5     6.0      103.0         4     ../algorithms/algorithms/tree/path_sum2.py
61       7.2     3.8       51.4         5     ../algorithms/algorithms/strings/longest_common_prefix.py
61       7.5     2.5       64.7         6     ../algorithms/algorithms/graph/minimum_spanning_tree.py
61      18.0     5.0      136.0         1     ../algorithms/algorithms/arrays/garage.py
61       6.8     2.7       48.0         6     ../algorithms/algorithms/maths/rsa.py
62       7.3     2.7       57.3         3     ../algorithms/algorithms/tree/bst/num_empty.py
62      20.7     8.3      113.0         3     ../algorithms/algorithms/linkedlist/is_palindrome.py
62      31.0     9.0      592.0         1     ../algorithms/algorithms/dp/k_factor.py
63       8.8     3.2       58.0         4     ../algorithms/algorithms/dfs/all_factors.py
63       8.3     3.5       50.8         6     ../algorithms/algorithms/backtrack/array_sum_combinations.py
63      12.0     2.8       60.0         4     ../algorithms/algorithms/linkedlist/partition.py
65      13.5     5.0       89.0         4     ../algorithms/algorithms/arrays/longest_non_repeat.py
66       9.0     3.5       66.2         4     ../algorithms/algorithms/tree/construct_tree_postorder_preorder.py
67       9.5     5.0       66.0         2     ../algorithms/algorithms/tree/is_subtree.py
67      18.3    10.7      139.0         3     ../algorithms/algorithms/matrix/sudoku_validator.py
68       7.0     3.6       46.4         7     ../algorithms/algorithms/tree/trie/add_and_search.py
68      15.0     6.0      118.0         2     ../algorithms/algorithms/search/search_rotate.py
